dataset	bialsites_avg	bialsites_std	sf_avg	sf_std	sxA_avg	sxA_std	sxB_avg	sxB_std	ss_avg	ss_std	successive_ss_avg	successive_ss_std	piA_avg	piA_std	piB_avg	piB_std	pearson_r_pi	thetaA_avg	thetaA_std	thetaB_avg	thetaB_std	pearson_r_theta	DtajA_avg	DtajA_std	DtajB_avg	DtajB_std	divAB_avg	divAB_std	netdivAB_avg	netdivAB_std	minDivAB_avg	minDivAB_std	maxDivAB_avg	maxDivAB_std	Gmin_avg	Gmin_std	Gmax_avg	Gmax_std	FST_avg	FST_std	pearson_r_divAB_netDivAB	pearson_r_divAB_FST	pearson_r_netDivAB_FST	ss_sf	ss_noSf	noSs_sf	noSs_noSf
222	188.46000	28.85738	0.00000	0.00000	28.52000	9.86152	66.06000	16.80763	93.88000	27.58597	8.18000	3.64247	0.04100	0.01048	0.04729	0.00999	0.68774	0.03450	0.00823	0.04508	0.00793	0.73888	0.77558	0.50322	0.18841	0.39047	0.05065	0.01013	0.00651	0.00378	0.00565	0.00578	0.08487	0.01698	0.11112	0.10965	1.68588	0.19345	0.07147	0.04042	0.37173	0.02945	0.92266	0.00000	100.00000	0.00000	0.00000
223	102.02000	12.88719	43.15000	7.69464	48.42000	11.41944	10.45000	4.32059	0.00000	0.00000	0.00000	0.00000	0.01378	0.00431	0.00302	0.00143	0.16844	0.01365	0.00322	0.00295	0.00122	0.08738	0.00793	0.59494	0.06985	0.75317	0.05917	0.00791	0.05077	0.00749	0.05325	0.00758	0.06553	0.00840	0.89941	0.03212	1.10880	0.03313	0.75663	0.05777	0.95367	0.16851	0.45462	0.00000	0.00000	100.00000	0.00000
224	271.72000	25.53432	10.42000	7.34599	105.20000	18.69010	147.66000	21.45238	8.44000	6.04867	0.77000	0.88153	0.03210	0.00784	0.04196	0.00794	0.06749	0.03203	0.00593	0.04400	0.00665	-0.00136	-0.01735	0.47061	-0.20068	0.34649	0.07277	0.00982	0.03573	0.00843	0.05584	0.00956	0.09009	0.01150	0.76576	0.06636	1.24101	0.06339	0.33067	0.06382	0.81091	0.38798	0.85118	94.00000	0.00000	6.00000	0.00000
225	215.88000	21.62881	18.65000	6.23919	131.55000	18.22327	65.58000	13.95864	0.10000	0.38730	0.00000	0.00000	0.03428	0.00521	0.01810	0.00451	-0.04588	0.03711	0.00515	0.01851	0.00395	0.05343	-0.30776	0.32062	-0.08855	0.52658	0.06450	0.00657	0.03831	0.00598	0.05274	0.00649	0.07733	0.00738	0.81711	0.04848	1.20075	0.05016	0.42843	0.05182	0.86002	0.37446	0.79291	7.00000	0.00000	93.00000	0.00000
226	266.99000	28.61171	0.00000	0.00000	83.40000	16.13320	72.85000	15.33974	110.74000	22.03979	6.22000	2.09561	0.05404	0.00851	0.05265	0.00899	0.66432	0.05472	0.00764	0.05175	0.00753	0.55840	-0.04852	0.34013	0.07054	0.35649	0.05904	0.00914	0.00570	0.00334	0.01745	0.00653	0.09401	0.01406	0.29486	0.09929	1.59822	0.12425	0.05151	0.02796	0.50815	0.25771	0.95383	0.00000	100.00000	0.00000	0.00000
227	180.13000	21.91103	15.15000	6.58084	100.68000	18.40646	62.70000	13.41976	1.60000	2.36220	0.12000	0.35440	0.02770	0.00622	0.01802	0.00496	-0.04591	0.02883	0.00521	0.01812	0.00400	-0.07881	-0.17675	0.42114	-0.03766	0.54734	0.05619	0.00877	0.03333	0.00754	0.04474	0.00817	0.06824	0.00985	0.79486	0.06045	1.21820	0.06893	0.42673	0.06516	0.89697	0.39561	0.75653	52.00000	0.00000	48.00000	0.00000
228	270.13000	28.91873	5.13000	5.70904	164.80000	25.38976	73.35000	17.11396	26.85000	14.30201	2.32000	1.63634	0.05211	0.00963	0.03049	0.00989	0.16655	0.05402	0.00772	0.02824	0.00704	0.11586	-0.15904	0.36740	0.27894	0.68374	0.07223	0.01215	0.03093	0.00993	0.04765	0.01095	0.09593	0.01487	0.65831	0.08814	1.33369	0.08746	0.27671	0.07283	0.79000	0.40040	0.87108	82.00000	18.00000	0.00000	0.00000
229	376.62000	30.74729	21.26000	11.56168	170.92000	22.14348	176.96000	23.39783	7.48000	5.12734	0.61000	0.79869	0.04944	0.00824	0.05089	0.00822	0.09490	0.05029	0.00682	0.05199	0.00708	0.05513	-0.07277	0.37254	-0.09080	0.32139	0.11089	0.01299	0.06072	0.01182	0.09274	0.01254	0.13013	0.01432	0.83552	0.03976	1.17529	0.04379	0.38181	0.05382	0.88378	0.52059	0.85734	97.00000	0.00000	3.00000	0.00000
230	176.67000	24.40904	22.29000	9.31590	35.58000	9.86426	117.40000	22.14091	1.40000	3.08869	0.24000	0.77614	0.01067	0.00442	0.03400	0.00778	0.07990	0.01042	0.00316	0.03349	0.00636	0.08515	0.02537	0.75063	0.05008	0.42258	0.06445	0.01174	0.04211	0.01055	0.05019	0.01053	0.07904	0.01379	0.77776	0.06856	1.23112	0.08784	0.48936	0.07574	0.91928	0.43782	0.75127	32.00000	0.00000	68.00000	0.00000
231	350.76000	31.36594	47.96000	12.80931	105.22000	18.51517	196.78000	26.23722	0.80000	1.31909	0.04000	0.19596	0.02954	0.00702	0.05404	0.00863	0.17105	0.02988	0.00537	0.05569	0.00750	0.17439	-0.06851	0.47625	-0.12634	0.30524	0.12509	0.01293	0.08330	0.01170	0.10843	0.01274	0.14145	0.01434	0.86606	0.03256	1.13148	0.03348	0.50550	0.05162	0.88557	0.31372	0.71653	39.00000	0.00000	61.00000	0.00000
232	216.50000	24.93973	105.92000	18.61326	19.87000	7.23554	90.71000	20.39965	0.00000	0.00000	0.00000	0.00000	0.00573	0.00254	0.02583	0.00780	0.01412	0.00560	0.00204	0.02557	0.00575	-0.03440	0.03997	0.73979	0.00734	0.55222	0.13674	0.01879	0.12096	0.01810	0.12821	0.01859	0.14630	0.01971	0.93689	0.02421	1.07078	0.03181	0.79682	0.04543	0.97574	0.25172	0.45594	0.00000	0.00000	100.00000	0.00000
233	231.95000	31.99730	16.07000	9.99325	179.27000	29.93989	30.76000	12.61199	5.85000	9.52090	0.64000	1.19599	0.05291	0.01062	0.01139	0.00790	0.08531	0.05218	0.00852	0.01032	0.00563	0.07390	0.04485	0.38987	0.20001	0.94918	0.07605	0.01528	0.04390	0.01254	0.05398	0.01435	0.09902	0.01849	0.70686	0.10120	1.31044	0.11942	0.41004	0.07796	0.89587	0.38048	0.74545	55.00000	0.00000	45.00000	0.00000
234	219.39000	19.08554	56.08000	8.03453	39.23000	10.85712	124.08000	16.79802	0.00000	0.00000	0.00000	0.00000	0.01143	0.00396	0.03480	0.00556	-0.03391	0.01106	0.00306	0.03497	0.00473	0.02786	0.10046	0.64024	-0.01931	0.36710	0.09830	0.00851	0.07518	0.00783	0.08758	0.00884	0.11019	0.00884	0.89026	0.02963	1.12210	0.03464	0.62557	0.04355	0.91897	0.18827	0.55806	0.00000	0.00000	100.00000	0.00000
235	285.10000	28.06261	31.01000	8.25651	122.69000	21.27331	131.29000	18.79590	0.11000	0.37135	0.00000	0.00000	0.03399	0.00708	0.03622	0.00593	0.09685	0.03461	0.00599	0.03704	0.00528	0.17578	-0.08343	0.38111	-0.08507	0.40616	0.09468	0.00778	0.05958	0.00748	0.08077	0.00815	0.10924	0.00835	0.85232	0.03592	1.15488	0.03875	0.46618	0.05241	0.80040	0.22603	0.76297	9.00000	0.00000	91.00000	0.00000
236	197.80000	19.13531	29.54000	6.83143	20.80000	6.45136	147.46000	18.05681	0.00000	0.00000	0.00000	0.00000	0.00588	0.00222	0.03739	0.00490	0.08275	0.00586	0.00182	0.04156	0.00509	0.04551	-0.00211	0.70332	-0.40908	0.28079	0.06571	0.00736	0.04407	0.00693	0.05583	0.00726	0.07670	0.00805	0.84869	0.03525	1.16908	0.04420	0.50973	0.05269	0.92655	0.48778	0.77820	0.00000	0.00000	100.00000	0.00000
237	196.14000	25.27292	0.09000	0.89549	57.78000	15.29025	72.55000	16.65075	65.72000	19.37167	4.97000	2.09024	0.03803	0.00969	0.03993	0.00901	0.48840	0.03481	0.00699	0.03897	0.00665	0.43508	0.34782	0.48171	0.07696	0.45255	0.04850	0.00946	0.00952	0.00477	0.01634	0.00678	0.07688	0.01525	0.33719	0.12219	1.59039	0.14660	0.11248	0.05502	0.52190	0.11949	0.89209	1.00000	99.00000	0.00000	0.00000
238	345.31000	32.92346	74.25000	18.20954	189.78000	30.62861	80.85000	17.20371	0.43000	1.16837	0.09000	0.42650	0.05375	0.01076	0.02221	0.00598	0.08242	0.05361	0.00868	0.02291	0.00489	0.10101	-0.00582	0.34487	-0.14756	0.49040	0.14682	0.01818	0.10884	0.01779	0.13187	0.01742	0.16239	0.01915	0.89765	0.02625	1.10725	0.02829	0.59385	0.05885	0.93755	0.46330	0.74018	19.00000	0.00000	81.00000	0.00000
239	80.47000	8.95819	4.64000	2.48403	69.63000	9.23001	6.20000	3.26190	0.00000	0.00000	0.00000	0.00000	0.01163	0.00155	0.00174	0.00108	-0.17053	0.01963	0.00260	0.00175	0.00092	-0.25529	-1.64606	0.24970	-0.04665	0.91108	0.01283	0.00256	0.00615	0.00246	0.00787	0.00253	0.01904	0.00322	0.60254	0.10061	1.49959	0.15470	0.31218	0.09156	0.94110	0.78102	0.93801	0.00000	0.00000	99.00000	1.00000
240	242.39000	24.45727	51.99000	14.96429	120.41000	21.58337	69.67000	16.03001	0.32000	0.73321	0.03000	0.22159	0.03413	0.00763	0.01990	0.00584	-0.05043	0.03403	0.00616	0.01973	0.00457	-0.09135	0.00113	0.46822	0.00411	0.50321	0.10368	0.01372	0.07667	0.01381	0.09091	0.01405	0.11700	0.01446	0.87491	0.03863	1.13045	0.04011	0.59101	0.06458	0.94212	0.50592	0.76353	21.00000	0.00000	79.00000	0.00000
241	185.48000	20.69661	1.91000	2.58880	101.25000	13.97596	72.98000	10.80461	9.34000	6.14527	0.78000	0.97550	0.02776	0.00508	0.02211	0.00468	0.41535	0.03117	0.00470	0.02320	0.00405	0.37648	-0.44664	0.38028	-0.19672	0.42932	0.04010	0.00633	0.01516	0.00448	0.02622	0.00549	0.05505	0.00844	0.65285	0.08140	1.37728	0.10392	0.23718	0.05804	0.76354	0.35000	0.86712	60.00000	39.00000	1.00000	0.00000
242	324.36000	30.43863	20.83000	7.80263	132.97000	20.64725	168.69000	20.93977	1.87000	2.26563	0.13000	0.48280	0.03763	0.00710	0.04602	0.00638	0.15598	0.03801	0.00599	0.04808	0.00604	0.16009	-0.04977	0.35888	-0.17201	0.31379	0.09444	0.01028	0.05262	0.00893	0.07884	0.01027	0.11075	0.01126	0.83347	0.03652	1.17434	0.04094	0.39170	0.05001	0.86680	0.39602	0.79877	64.00000	0.00000	36.00000	0.00000
243	212.22000	18.71554	44.01000	8.42199	157.65000	18.46855	10.56000	4.58546	0.00000	0.00000	0.00000	0.00000	0.04266	0.00605	0.00301	0.00167	-0.04495	0.04444	0.00521	0.00298	0.00129	-0.06275	-0.16746	0.30817	-0.04513	0.80729	0.08312	0.00906	0.06028	0.00847	0.07390	0.00944	0.09342	0.01007	0.88783	0.03468	1.12475	0.03857	0.57434	0.04912	0.93949	0.41511	0.69939	0.00000	0.00000	100.00000	0.00000
244	227.09000	22.30923	11.37000	6.93492	97.81000	16.11254	112.77000	17.56636	5.14000	4.79170	0.48000	0.69971	0.02835	0.00606	0.03208	0.00603	0.11012	0.02902	0.00500	0.03324	0.00535	0.04071	-0.10572	0.39317	-0.14251	0.40295	0.06487	0.00939	0.03466	0.00882	0.05073	0.00852	0.07976	0.01078	0.78136	0.05681	1.23210	0.05887	0.36869	0.06973	0.87952	0.51630	0.85634	89.00000	0.00000	11.00000	0.00000
245	294.74000	25.32849	17.09000	10.38277	96.77000	17.60333	173.53000	22.24520	7.35000	6.52591	0.59000	0.66476	0.03011	0.00749	0.04933	0.00866	0.03814	0.02935	0.00593	0.05098	0.00669	-0.04010	0.08422	0.43660	-0.14431	0.33849	0.08667	0.01239	0.04695	0.01140	0.06820	0.01184	0.10484	0.01388	0.78557	0.06098	1.21272	0.05919	0.37566	0.06504	0.88304	0.52115	0.85490	91.00000	0.00000	9.00000	0.00000
246	240.74000	23.45874	28.49000	10.33198	133.82000	21.49064	76.94000	16.59326	1.49000	2.15172	0.14000	0.37470	0.03706	0.00711	0.02215	0.00644	-0.18786	0.03814	0.00612	0.02211	0.00483	-0.24597	-0.12232	0.37144	-0.02935	0.55693	0.08371	0.01161	0.05411	0.01077	0.06970	0.01119	0.09836	0.01231	0.83132	0.04440	1.17807	0.05029	0.48195	0.05956	0.92804	0.51033	0.79014	48.00000	0.00000	52.00000	0.00000
247	281.20000	29.42618	72.11000	15.88892	31.31000	7.80345	177.78000	29.09040	0.00000	0.00000	0.00000	0.00000	0.00859	0.00275	0.04975	0.00881	-0.04411	0.00883	0.00220	0.05011	0.00820	-0.00516	-0.11578	0.72880	-0.02311	0.37719	0.12886	0.01641	0.09969	0.01598	0.11497	0.01596	0.14352	0.01780	0.89153	0.03341	1.11473	0.03747	0.63508	0.05168	0.96078	0.49763	0.71700	0.00000	0.00000	100.00000	0.00000
248	208.39000	25.51662	27.89000	10.18616	20.32000	6.53893	160.18000	23.46077	0.00000	0.00000	0.00000	0.00000	0.00566	0.00230	0.04282	0.00775	-0.03983	0.00573	0.00184	0.04515	0.00661	-0.14111	-0.08754	0.79457	-0.22238	0.33892	0.07141	0.01356	0.04717	0.01185	0.05850	0.01320	0.08510	0.01450	0.81629	0.05796	1.19737	0.06114	0.49512	0.06280	0.95933	0.57921	0.77861	0.00000	0.00000	100.00000	0.00000
249	187.01000	20.49658	10.69000	6.12649	79.09000	14.20429	93.95000	15.76222	3.28000	2.95324	0.42000	0.78968	0.02340	0.00551	0.02677	0.00538	0.09263	0.02322	0.00425	0.02741	0.00462	0.00868	0.01529	0.51208	-0.09870	0.44162	0.05522	0.00882	0.03013	0.00731	0.04229	0.00832	0.06901	0.00953	0.76282	0.06112	1.25573	0.07136	0.37963	0.06368	0.89195	0.43144	0.78582	81.00000	2.00000	17.00000	0.00000
250	92.90000	17.23978	0.00000	0.00000	18.85000	6.46896	18.92000	7.16335	55.13000	13.79250	8.05000	2.94746	0.02043	0.00568	0.02048	0.00540	0.90380	0.02085	0.00428	0.02087	0.00454	0.80447	-0.11654	0.53989	-0.08551	0.50724	0.02077	0.00547	0.00031	0.00075	0.00005	0.00022	0.04061	0.00928	0.00221	0.00986	1.98736	0.27132	0.00782	0.01639	0.16424	0.05488	0.97699	0.00000	100.00000	0.00000	0.00000
251	367.34000	33.43897	28.57000	10.36557	150.34000	23.66483	184.43000	23.36418	4.00000	3.75500	0.33000	0.66415	0.04375	0.00875	0.05223	0.00770	0.07253	0.04350	0.00690	0.05311	0.00704	0.11017	0.01108	0.42638	-0.06640	0.31792	0.11511	0.01211	0.06711	0.01074	0.09726	0.01246	0.13374	0.01304	0.84346	0.03647	1.16348	0.04049	0.41737	0.05113	0.86704	0.37507	0.78384	85.00000	0.00000	15.00000	0.00000
252	310.85000	32.54700	0.12000	1.19398	98.55000	16.98963	107.37000	17.22943	104.81000	24.58727	5.63000	2.42757	0.05909	0.01101	0.05956	0.01033	0.66830	0.05732	0.00864	0.05981	0.00841	0.59339	0.11349	0.37611	-0.02479	0.35399	0.07038	0.01235	0.01106	0.00521	0.03019	0.00896	0.10663	0.01727	0.42730	0.09423	1.52299	0.11800	0.08623	0.03641	0.65761	0.33765	0.91978	1.00000	99.00000	0.00000	0.00000
253	197.88000	21.54357	40.18000	7.32991	148.63000	21.56834	9.07000	3.87106	0.00000	0.00000	0.00000	0.00000	0.03977	0.00628	0.00263	0.00138	-0.13779	0.04189	0.00608	0.00256	0.00109	-0.04963	-0.20783	0.31757	0.07034	0.89245	0.07635	0.00768	0.05515	0.00742	0.06722	0.00774	0.08628	0.00827	0.87971	0.03386	1.13127	0.03836	0.57125	0.05431	0.91514	0.36986	0.70981	0.00000	0.00000	100.00000	0.00000
254	117.26000	15.18724	31.39000	9.80499	50.38000	12.03726	35.46000	10.92650	0.03000	0.22159	0.00000	0.00000	0.01397	0.00420	0.00998	0.00371	-0.01077	0.01421	0.00340	0.01000	0.00309	-0.02867	-0.07914	0.60267	-0.05047	0.58307	0.05331	0.00883	0.04134	0.00890	0.04621	0.00905	0.06217	0.00910	0.86338	0.04695	1.17065	0.06168	0.63655	0.07865	0.95060	0.46891	0.71612	2.00000	0.00000	98.00000	0.00000
255	296.41000	35.29252	26.35000	13.24415	133.19000	22.97551	128.15000	21.78595	8.72000	7.83081	0.89000	1.02854	0.04128	0.01061	0.03936	0.00939	0.41472	0.04000	0.00751	0.03858	0.00699	0.42451	0.09275	0.46137	0.06259	0.47923	0.10249	0.01607	0.06217	0.01424	0.08288	0.01496	0.12280	0.01800	0.80769	0.05479	1.20111	0.05374	0.44193	0.07490	0.85251	0.30510	0.75309	90.00000	0.00000	10.00000	0.00000
256	280.06000	23.97366	64.68000	15.32245	139.78000	23.49408	75.49000	17.81769	0.11000	0.58129	0.01000	0.09950	0.03935	0.00813	0.02141	0.00657	0.03796	0.03943	0.00664	0.02131	0.00507	-0.11909	-0.01301	0.43988	-0.01911	0.59441	0.12178	0.01265	0.09141	0.01324	0.10871	0.01305	0.13544	0.01272	0.89150	0.02972	1.11368	0.03197	0.60617	0.06128	0.91648	0.45140	0.76852	5.00000	0.00000	95.00000	0.00000
257	249.55000	21.82218	35.89000	7.78061	96.60000	17.95717	117.06000	14.81339	0.00000	0.00000	0.00000	0.00000	0.02707	0.00640	0.03241	0.00524	0.14954	0.02723	0.00506	0.03300	0.00418	0.07422	-0.04215	0.43468	-0.07369	0.39934	0.09095	0.00723	0.06121	0.00664	0.07825	0.00668	0.10505	0.00834	0.86046	0.03102	1.15568	0.03931	0.51463	0.04912	0.79936	0.11130	0.68386	0.00000	0.00000	100.00000	0.00000
258	201.84000	23.36181	68.66000	13.89908	99.81000	19.34409	33.37000	8.94500	0.00000	0.00000	0.00000	0.00000	0.02820	0.00656	0.00930	0.00317	0.02655	0.02813	0.00545	0.00941	0.00252	0.06028	-0.00054	0.45840	-0.07189	0.66831	0.10428	0.01363	0.08553	0.01310	0.09490	0.01368	0.11445	0.01436	0.90884	0.02916	1.09884	0.03272	0.69968	0.05110	0.96284	0.35081	0.58898	0.00000	0.00000	100.00000	0.00000
259	149.72000	18.73877	88.02000	15.02530	61.24000	15.51652	0.46000	0.71302	0.00000	0.00000	0.00000	0.00000	0.01764	0.00602	0.00013	0.00023	0.01754	0.01726	0.00437	0.00013	0.00020	0.10752	0.02624	0.60537	-0.02718	0.52490	0.10494	0.01459	0.09605	0.01438	0.10009	0.01488	0.11011	0.01468	0.95289	0.02381	1.05029	0.02134	0.84704	0.04824	0.97846	0.20561	0.40068	0.00000	0.00000	100.00000	0.00000
260	182.41000	21.24763	0.28000	1.04000	65.12000	12.73128	88.17000	15.04264	28.84000	11.03605	2.19000	1.04590	0.02598	0.00614	0.03021	0.00589	0.37488	0.02648	0.00496	0.03298	0.00531	0.27992	-0.09044	0.46500	-0.35188	0.34789	0.03855	0.00738	0.01045	0.00471	0.01956	0.00586	0.05696	0.01057	0.50382	0.09674	1.48247	0.11009	0.15825	0.05862	0.74515	0.43517	0.91765	10.00000	90.00000	0.00000	0.00000
261	282.88000	25.57627	78.67000	13.91190	10.57000	4.27377	193.64000	24.35714	0.00000	0.00000	0.00000	0.00000	0.00307	0.00158	0.05402	0.00818	0.08087	0.00298	0.00120	0.05458	0.00687	0.03002	0.04729	0.81199	-0.04278	0.32702	0.13069	0.01508	0.10214	0.01449	0.11938	0.01554	0.14254	0.01552	0.91212	0.02675	1.09187	0.03095	0.64590	0.04769	0.95987	0.48225	0.70693	0.00000	0.00000	100.00000	0.00000
262	182.30000	15.55474	0.08000	0.30594	89.07000	11.52237	92.52000	11.90502	0.63000	0.93440	0.00000	0.00000	0.01995	0.00283	0.01980	0.00244	-0.02885	0.02528	0.00322	0.02626	0.00334	-0.11215	-0.85650	0.31067	-0.99752	0.25769	0.02586	0.00261	0.00598	0.00139	0.01522	0.00304	0.03746	0.00371	0.58590	0.08695	1.45282	0.10182	0.13317	0.02619	0.73869	0.41684	0.91637	3.00000	40.00000	4.00000	53.00000
263	290.52000	25.64624	1.58000	2.80777	126.51000	21.60116	127.10000	17.53083	35.33000	13.59121	2.31000	1.53424	0.04506	0.00833	0.04426	0.00762	0.17561	0.04562	0.00727	0.04578	0.00602	0.05978	-0.04831	0.40590	-0.14259	0.39637	0.06680	0.00964	0.02214	0.00696	0.04269	0.00826	0.09085	0.01242	0.63699	0.06596	1.36489	0.09555	0.20147	0.05317	0.77470	0.45206	0.90909	41.00000	59.00000	0.00000	0.00000
264	164.96000	20.10866	0.12000	0.60465	53.32000	10.19988	76.51000	15.03629	35.01000	13.97104	3.10000	1.83576	0.02580	0.00642	0.03007	0.00643	0.39836	0.02490	0.00532	0.03143	0.00513	0.39211	0.14417	0.48121	-0.19188	0.43784	0.03663	0.00705	0.00869	0.00396	0.01590	0.00493	0.05698	0.01128	0.43433	0.10279	1.56001	0.14371	0.13705	0.05517	0.65355	0.28919	0.90240	5.00000	95.00000	0.00000	0.00000
265	100.18000	15.74381	30.41000	9.74894	64.40000	16.28926	5.37000	2.87282	0.00000	0.00000	0.00000	0.00000	0.01810	0.00525	0.00153	0.00102	-0.07129	0.01815	0.00459	0.00151	0.00081	-0.04035	-0.02863	0.51479	-0.03287	0.92702	0.04894	0.00971	0.03912	0.00957	0.04270	0.00951	0.05595	0.01045	0.87019	0.05583	1.14712	0.05559	0.66792	0.08524	0.96259	0.44735	0.66759	0.00000	0.00000	100.00000	0.00000
266	135.73000	16.25414	30.28000	9.57714	83.02000	17.19650	22.37000	6.93636	0.06000	0.27641	0.00000	0.00000	0.02403	0.00616	0.00614	0.00266	-0.17611	0.02342	0.00486	0.00632	0.00197	-0.24911	0.08380	0.49327	-0.14598	0.76629	0.05965	0.00986	0.04456	0.00965	0.05027	0.00964	0.06996	0.01027	0.84005	0.04768	1.17850	0.06281	0.59904	0.07937	0.94863	0.52064	0.76022	5.00000	0.00000	95.00000	0.00000
267	146.39000	19.44628	15.40000	4.67333	124.78000	19.44406	6.21000	2.92676	0.00000	0.00000	0.00000	0.00000	0.02873	0.00467	0.00173	0.00094	0.05030	0.03517	0.00548	0.00175	0.00082	0.02014	-0.74754	0.29811	-0.06346	0.84812	0.03855	0.00558	0.02332	0.00501	0.03001	0.00547	0.04798	0.00644	0.77630	0.06483	1.24783	0.06054	0.43815	0.06481	0.90220	0.47964	0.80741	0.00000	0.00000	100.00000	0.00000
268	193.56000	25.47678	91.63000	18.01147	67.28000	17.06990	34.65000	11.20480	0.00000	0.00000	0.00000	0.00000	0.01915	0.00596	0.00958	0.00340	0.07000	0.01896	0.00481	0.00977	0.00316	0.13760	0.01967	0.55854	-0.06160	0.61586	0.11958	0.01815	0.10521	0.01786	0.11115	0.01785	0.12911	0.01810	0.92847	0.02404	1.08209	0.03494	0.78801	0.04954	0.98087	0.40410	0.57259	0.00000	0.00000	100.00000	0.00000
269	271.51000	30.92523	46.77000	16.97401	149.67000	26.26939	72.50000	17.66833	2.57000	3.61733	0.49000	1.17043	0.04393	0.00968	0.02202	0.00756	0.04373	0.04291	0.00767	0.02116	0.00547	0.10282	0.08368	0.45660	0.10559	0.57569	0.11063	0.01710	0.07765	0.01651	0.09417	0.01649	0.12748	0.01886	0.84947	0.04584	1.15464	0.04827	0.54482	0.07407	0.93103	0.49018	0.76995	53.00000	0.00000	47.00000	0.00000
270	285.11000	28.86863	38.93000	11.81969	98.13000	20.03929	146.63000	22.69258	1.42000	2.05027	0.16000	0.48415	0.02832	0.00742	0.04125	0.00772	0.00689	0.02806	0.00577	0.04173	0.00651	0.06009	0.01912	0.49983	-0.05228	0.37209	0.10385	0.01248	0.06907	0.01215	0.08865	0.01186	0.11953	0.01398	0.85295	0.03521	1.15201	0.04042	0.50359	0.06263	0.90528	0.45280	0.78610	49.00000	0.00000	51.00000	0.00000
271	263.85000	22.68144	38.91000	7.66041	175.46000	20.96350	49.48000	12.77065	0.00000	0.00000	0.00000	0.00000	0.04627	0.00639	0.01399	0.00481	-0.07462	0.04946	0.00591	0.01395	0.00360	-0.03336	-0.26359	0.32059	-0.04474	0.59556	0.09131	0.00791	0.06118	0.00742	0.07881	0.00813	0.10507	0.00851	0.86255	0.03746	1.15190	0.03929	0.51016	0.04677	0.87578	0.32326	0.73833	0.00000	0.00000	100.00000	0.00000
272	305.15000	27.20822	65.99000	17.28091	93.07000	18.12857	145.39000	24.89735	0.70000	1.59687	0.06000	0.27641	0.02665	0.00700	0.04081	0.00869	-0.09118	0.02643	0.00528	0.04118	0.00706	-0.03111	0.00421	0.49287	-0.05381	0.39811	0.13082	0.01627	0.09709	0.01682	0.11583	0.01643	0.14668	0.01733	0.88402	0.03257	1.12246	0.03184	0.59395	0.06374	0.94872	0.58367	0.80809	28.00000	0.00000	72.00000	0.00000
273	251.27000	26.49108	5.41000	5.95835	132.52000	24.75701	88.62000	16.00424	24.72000	13.62357	2.12000	1.37317	0.04556	0.00886	0.03340	0.00878	0.09099	0.04432	0.00720	0.03195	0.00677	0.05965	0.11297	0.41025	0.17043	0.59351	0.07171	0.01163	0.03223	0.00976	0.04790	0.01013	0.09450	0.01460	0.66806	0.09115	1.32273	0.09944	0.29378	0.06765	0.82862	0.44649	0.86470	81.00000	18.00000	1.00000	0.00000
274	305.11000	28.21095	4.43000	4.11158	145.42000	22.60849	133.03000	17.88768	22.23000	10.70127	1.66000	1.07907	0.04616	0.00872	0.04317	0.00650	0.16497	0.04726	0.00770	0.04376	0.00559	0.09671	-0.10143	0.33731	-0.05384	0.34166	0.07470	0.00980	0.03003	0.00739	0.05262	0.00813	0.09692	0.01330	0.70462	0.05860	1.29798	0.06338	0.25561	0.04988	0.80378	0.42011	0.87200	86.00000	14.00000	0.00000	0.00000
275	245.44000	28.45604	33.95000	13.78650	137.56000	23.72860	70.82000	16.57612	3.11000	3.95448	0.46000	0.91016	0.04016	0.00876	0.02102	0.00710	0.06794	0.03965	0.00682	0.02084	0.00513	0.06495	0.03406	0.40154	-0.01948	0.57167	0.09273	0.01453	0.06214	0.01322	0.07692	0.01430	0.10875	0.01616	0.82703	0.05488	1.17564	0.06206	0.50875	0.06969	0.91620	0.41934	0.74392	62.00000	0.00000	38.00000	0.00000
276	211.03000	25.64857	89.77000	19.06193	58.02000	13.93412	63.23000	14.49818	0.01000	0.09950	0.00000	0.00000	0.01647	0.00514	0.01799	0.00532	0.17641	0.01636	0.00393	0.01783	0.00408	0.14703	-0.00006	0.62782	0.00579	0.54725	0.12297	0.01882	0.10574	0.01859	0.11316	0.01869	0.13289	0.01920	0.91860	0.02547	1.08244	0.02654	0.75659	0.05654	0.97708	0.45896	0.63440	1.00000	0.00000	99.00000	0.00000
277	187.34000	23.40949	0.00000	0.00000	61.10000	10.87980	66.25000	13.03332	59.99000	17.29884	4.47000	2.26475	0.03420	0.00791	0.03375	0.00717	0.71316	0.03413	0.00627	0.03558	0.00569	0.62244	-0.01545	0.41252	-0.22759	0.43648	0.03904	0.00774	0.00507	0.00241	0.01221	0.00477	0.06409	0.01305	0.31542	0.11099	1.64713	0.15058	0.07164	0.03027	0.45656	0.04532	0.89799	0.00000	100.00000	0.00000	0.00000
278	266.18000	21.50134	24.15000	7.86940	168.59000	18.71422	72.51000	13.99178	0.93000	1.70444	0.07000	0.29172	0.04481	0.00620	0.02108	0.00527	0.04881	0.04778	0.00531	0.02070	0.00414	-0.04830	-0.25852	0.31193	0.05631	0.54546	0.08208	0.00943	0.04914	0.00906	0.06774	0.00901	0.09685	0.01077	0.82441	0.03998	1.18136	0.04815	0.43205	0.05817	0.89933	0.54102	0.85193	35.00000	0.00000	65.00000	0.00000
